student_code,student_name,student_email,english_level,faculty,GPA
2310463,Hải Mai Lê,a@hcmut.edu.vn,4,MT,2.44
2310464,Kim Đặng,a@hcmut.edu.vn,4,MT,3.97
2310465,Ngọc Dương,a@hcmut.edu.vn,3,MT,2.29
2310466,Châu Trần,a@hcmut.edu.vn,1,MT,1.66
2310467,Hạnh Bùi,a@hcmut.edu.vn,3,MT,0.28
2310468,Kim Quang Phạm,a@hcmut.edu.vn,0,MT,2.37
2310469,Quý cô Hồng Vũ,a@hcmut.edu.vn,3,MT,2.88
2310470,Mai Hoàng,a@hcmut.edu.vn,2,MT,2.24
2310471,Quý cô Mai Vũ,a@hcmut.edu.vn,1,MT,0.57
2310472,Phúc Văn Bùi,a@hcmut.edu.vn,4,MT,3.82
2310473,Quang Dương,a@hcmut.edu.vn,4,MT,0.87
2310474,Quý cô Thành Dương,a@hcmut.edu.vn,4,MT,2.06
2310475,Quý ông Dũng Lê,a@hcmut.edu.vn,4,MT,2.8
2310476,Cô Ngọc Phạm,a@hcmut.edu.vn,0,MT,3.81
2310477,Bảo Phạm,a@hcmut.edu.vn,4,MT,2.57
2310478,Nhật Vũ,a@hcmut.edu.vn,2,MT,1.8
2310479,Bảo Phạm,a@hcmut.edu.vn,0,MT,3.29
2310480,Hải Quang Lê,a@hcmut.edu.vn,2,MT,0.29
2310481,Khoa Vũ,a@hcmut.edu.vn,1,MT,3.91
2310482,Nhiên Mai Hoàng,a@hcmut.edu.vn,1,MT,3.43
2310483,Huy Mai Nguyễn,a@hcmut.edu.vn,4,MT,2.65
2310484,Khoa Trần,a@hcmut.edu.vn,2,MT,2.75
2310485,Quý cô Phương Phạm,a@hcmut.edu.vn,2,MT,3.78
2310486,Cô Yến Dương,a@hcmut.edu.vn,0,MT,3.7
2310487,Nhật Phạm,a@hcmut.edu.vn,3,MT,3.44
2310488,Nhật Trần,a@hcmut.edu.vn,0,MT,0.1
2310489,Hải Trần,a@hcmut.edu.vn,1,MT,0.73
2310490,Kim Tấn Hoàng,a@hcmut.edu.vn,1,MT,2.16
2310491,Bảo Đức Lê,a@hcmut.edu.vn,2,MT,1.73
2310492,Bảo Thế Bùi,a@hcmut.edu.vn,0,MT,3.99
2310493,Huy Vũ,a@hcmut.edu.vn,0,MT,2.28
2310494,Chị Linh Nguyễn,a@hcmut.edu.vn,2,MT,0.46
2310495,Châu Đức Vũ,a@hcmut.edu.vn,4,MT,2.45
2310496,Yến Trần,a@hcmut.edu.vn,2,MT,0.52
2310497,Phúc Hữu Vũ,a@hcmut.edu.vn,2,MT,0.06
2310498,Kim Hữu Vũ,a@hcmut.edu.vn,2,MT,2.38
2310499,Quang Trần,a@hcmut.edu.vn,4,MT,3.9
2310500,Quý cô Hương Phạm,a@hcmut.edu.vn,4,MT,3.86
2310501,An Xuân Dương,a@hcmut.edu.vn,4,MT,1.95
2310502,Thành Mai Bảo Dương,a@hcmut.edu.vn,1,MT,3.57
2310503,Phúc Đặng,a@hcmut.edu.vn,0,MT,1.65
2310504,Trung Vũ,a@hcmut.edu.vn,1,MT,0.77
2310505,Kim Thế Đặng,a@hcmut.edu.vn,0,MT,3.48
2310506,Cô Mai Hoàng,a@hcmut.edu.vn,4,MT,0.89
2310507,Yến Mai,a@hcmut.edu.vn,1,MT,3.23
2310508,Quang Bùi,a@hcmut.edu.vn,2,MT,2.21
2310509,Bà Hạnh Đặng,a@hcmut.edu.vn,2,MT,3.1
2310510,Kim Mai Bảo Bùi,a@hcmut.edu.vn,4,MT,2.78
2310511,Trung Thế Nguyễn,a@hcmut.edu.vn,0,MT,1.91
2310512,Xuân Hoàng,a@hcmut.edu.vn,1,MT,1.87
2310513,Thành Văn Vũ,a@hcmut.edu.vn,1,MT,3.78
2310514,Dũng Bùi,a@hcmut.edu.vn,4,MT,0.51
2310515,Quý cô Phương Hoàng,a@hcmut.edu.vn,3,MT,0.41
2310516,Trung Nguyễn,a@hcmut.edu.vn,1,MT,3.89
2310517,Phúc Đức Bùi,a@hcmut.edu.vn,4,MT,3.95
2310518,Khoa Quang Mai,a@hcmut.edu.vn,0,MT,2.25
2310519,Trọng Dương,a@hcmut.edu.vn,2,MT,2.14
2310520,Bà Khoa Lê,a@hcmut.edu.vn,0,MT,2.25
2310521,Quang Mai,a@hcmut.edu.vn,4,MT,3.94
2310522,Bà Lan Hoàng,a@hcmut.edu.vn,2,MT,0.1
2310523,Cô Lan Lê,a@hcmut.edu.vn,2,MT,0.26
2310524,Bảo Nguyễn,a@hcmut.edu.vn,2,MT,1.87
2310525,Cô Ngọc Bùi,a@hcmut.edu.vn,3,MT,0.85
2310526,Xuân Mai,a@hcmut.edu.vn,0,MT,2.38
2310527,Nhật Mai,a@hcmut.edu.vn,1,MT,3.9
2310528,Cô Ngọc Dương,a@hcmut.edu.vn,3,MT,3.62
2310529,Cô Vân Dương,a@hcmut.edu.vn,4,MT,0.56
2310530,Hà Hải Lê,a@hcmut.edu.vn,3,MT,1.81
2310531,Hà Nguyễn,a@hcmut.edu.vn,1,MT,1.65
2310532,Hồng Vũ,a@hcmut.edu.vn,0,MT,3.99
2310533,Bà Linh Hoàng,a@hcmut.edu.vn,0,MT,1.71
2310534,Quang Bùi,a@hcmut.edu.vn,0,MT,0.8
2310535,Thành Trần,a@hcmut.edu.vn,2,MT,2.29
2310536,Ngọc Bùi,a@hcmut.edu.vn,0,MT,0.47
2310537,Trọng Đức Mai,a@hcmut.edu.vn,3,MT,2.74
2310538,Nhật Mai,a@hcmut.edu.vn,1,MT,1.87
2310539,Bà Yến Hoàng,a@hcmut.edu.vn,1,MT,2.49
2310540,Hồng Vũ,a@hcmut.edu.vn,2,MT,2.81
2310541,Yến Hoàng,a@hcmut.edu.vn,0,MT,3.54
2310542,Vi Nguyễn,a@hcmut.edu.vn,4,MT,2.29
2310543,Ông Thành Nguyễn,a@hcmut.edu.vn,2,MT,3.51
2310544,Khoa Phạm,a@hcmut.edu.vn,0,MT,1.37
2310545,Minh Mai,a@hcmut.edu.vn,2,MT,2.95
2310546,Bà Vi Mai,a@hcmut.edu.vn,2,MT,0.69
2310547,Lâm Bùi,a@hcmut.edu.vn,2,MT,0.59
2310548,Cô Nhật Bùi,a@hcmut.edu.vn,0,MT,2.13
2310549,Huy Phú Lê,a@hcmut.edu.vn,0,MT,1.54
2310550,Bảo Mai Bảo Nguyễn,a@hcmut.edu.vn,4,MT,3.57
2310551,Quý cô Hồng Dương,a@hcmut.edu.vn,3,MT,1.8
2310552,Quang Văn Nguyễn,a@hcmut.edu.vn,3,MT,2.38
2310553,Bảo Thế Lê,a@hcmut.edu.vn,4,MT,0.5
2310554,Châu Thế Phạm,a@hcmut.edu.vn,0,MT,0.5
2310555,Hoàng Đức Bùi,a@hcmut.edu.vn,3,MT,3.31
2310556,Hưng Phú Bùi,a@hcmut.edu.vn,2,MT,0.52
2310557,Chị Ánh Lê,a@hcmut.edu.vn,0,MT,0.52
2310558,Quý ông Trọng Đặng,a@hcmut.edu.vn,3,MT,2.91
2310559,Hồng Mai,a@hcmut.edu.vn,3,MT,1.11
2310560,Cô Thảo Nguyễn,a@hcmut.edu.vn,1,MT,3.43
2310561,Minh Đặng,a@hcmut.edu.vn,2,MT,0.5
2310562,Nhật Hoàng,a@hcmut.edu.vn,1,MT,0.22
2310563,Khoa Trần,a@hcmut.edu.vn,4,MT,1.04
2310564,Cô Lan Vũ,a@hcmut.edu.vn,1,MT,0.82
2310565,Nhật Phạm,a@hcmut.edu.vn,0,MT,2.78
2310566,Hạnh Mai,a@hcmut.edu.vn,4,MT,2.04
2310567,Ngọc Mai,a@hcmut.edu.vn,1,MT,1.48
2310568,Anh Đức Hoàng,a@hcmut.edu.vn,0,MT,2.38
2310569,Bà Hải Mai,a@hcmut.edu.vn,2,MT,3.79
2310570,Châu Nguyễn,a@hcmut.edu.vn,1,MT,1.68
2310571,Chị Vi Mai,a@hcmut.edu.vn,4,MT,0.75
2310572,Ông Nam Phạm,a@hcmut.edu.vn,1,MT,1.21
2310573,Chị Thành Dương,a@hcmut.edu.vn,0,MT,0.31
2310574,Cô Dương Lê,a@hcmut.edu.vn,4,MT,1.48
2310575,Nam Xuân Phạm,a@hcmut.edu.vn,3,MT,1.32
2310576,Chị Vi Dương,a@hcmut.edu.vn,3,MT,1.16
2310577,Cô Chi Lê,a@hcmut.edu.vn,4,MT,0.76
2310578,Trọng Dương,a@hcmut.edu.vn,3,MT,3.2
2310579,Duyên Nguyễn,a@hcmut.edu.vn,3,MT,0.41
2310580,Anh Khoa Nguyễn,a@hcmut.edu.vn,1,MT,0.01
2310581,Hạnh Trần,a@hcmut.edu.vn,3,MT,3.64
2310582,Chị Ánh Mai,a@hcmut.edu.vn,2,MT,3.77
2310583,Phương Văn Phạm,a@hcmut.edu.vn,3,MT,1.24
2310584,Phương Tấn Bùi,a@hcmut.edu.vn,2,MT,3.66
2310585,Hưng Phạm,a@hcmut.edu.vn,1,MT,0.27
2310586,Lâm Đặng,a@hcmut.edu.vn,0,MT,1.44
2310587,Bà Ánh Vũ,a@hcmut.edu.vn,4,MT,0.01
2310588,Hạnh Thế Bùi,a@hcmut.edu.vn,0,MT,1.05
2310589,Thành Hải Hoàng,a@hcmut.edu.vn,2,MT,0.8
2310590,Phương Mai Vũ,a@hcmut.edu.vn,2,MT,2.22
2310591,Vũ Hải Trần,a@hcmut.edu.vn,2,MT,2.75
2310592,Cô Lâm Lê,a@hcmut.edu.vn,0,MT,1.54
2310593,Duyên Lê,a@hcmut.edu.vn,3,MT,1.48
2310594,Quý cô Phương Nguyễn,a@hcmut.edu.vn,0,MT,3.43
2310595,Hà Trí Dương,a@hcmut.edu.vn,3,MT,3.74
2310596,Tú Lê,a@hcmut.edu.vn,0,MT,0.81
2310597,Nam Đức Hoàng,a@hcmut.edu.vn,3,MT,0.26
2310598,Bà Kim Nguyễn,a@hcmut.edu.vn,1,MT,0.34
2310599,Châu Tấn Bùi,a@hcmut.edu.vn,4,MT,3.42
2310600,Ông Nam Phạm,a@hcmut.edu.vn,0,MT,0.38
2310601,Huy Dương,a@hcmut.edu.vn,0,MT,0.33
2310602,Chị Khoa Trần,a@hcmut.edu.vn,4,MT,3.03
2310603,Bà Khoa Lê,a@hcmut.edu.vn,2,MT,3.14
2310604,Bà Dương Bùi,a@hcmut.edu.vn,2,MT,1.49
2310605,Yến Lê,a@hcmut.edu.vn,4,MT,1.42
2310606,Mai Lê,a@hcmut.edu.vn,1,MT,0.16
2310607,Thành Bảo Lê,a@hcmut.edu.vn,2,MT,3.68
2310608,Ngọc Lê,a@hcmut.edu.vn,2,MT,1.71
2310609,Hương Vũ,a@hcmut.edu.vn,2,MT,3.24
2310610,An Trần,a@hcmut.edu.vn,0,MT,1.69
2310611,Vũ Dương,a@hcmut.edu.vn,1,MT,0.43
2310612,Xuân Nguyễn,a@hcmut.edu.vn,1,MT,2.66
2310613,Hưng Mai,a@hcmut.edu.vn,2,MT,0.42
2310614,Châu Phú Hoàng,a@hcmut.edu.vn,2,MT,2.0
2310615,Cô Hồng Đặng,a@hcmut.edu.vn,3,MT,0.2
2310616,Cô Lâm Nguyễn,a@hcmut.edu.vn,1,MT,3.61
2310617,Xuân Trần,a@hcmut.edu.vn,0,MT,2.79
2310618,Châu Phạm,a@hcmut.edu.vn,2,MT,2.54
2310619,Quý ông Nhiên Bùi,a@hcmut.edu.vn,0,MT,2.73
2310620,Nam Vũ,a@hcmut.edu.vn,3,MT,2.53
2310621,Minh Đặng,a@hcmut.edu.vn,3,MT,0.41
2310622,Hải Vũ,a@hcmut.edu.vn,2,MT,0.28
2310623,Anh Hải Hoàng,a@hcmut.edu.vn,4,MT,1.39
2310624,Hồng Đặng,a@hcmut.edu.vn,2,MT,3.9
2310625,Bảo Dương,a@hcmut.edu.vn,4,MT,0.19
2310626,Duyên Hoàng,a@hcmut.edu.vn,1,MT,1.84
2310627,Quý ông Dũng Nguyễn,a@hcmut.edu.vn,0,MT,2.42
2310628,Trung Lê,a@hcmut.edu.vn,4,MT,2.94
2310629,Lâm Tấn Bùi,a@hcmut.edu.vn,1,MT,0.06
2310630,Quý cô An Trần,a@hcmut.edu.vn,4,MT,0.69
2310631,Thành Hải Trần,a@hcmut.edu.vn,2,MT,1.68
2310632,Quang Vũ,a@hcmut.edu.vn,4,MT,0.94
2310633,Hồng Dương,a@hcmut.edu.vn,1,MT,0.09
2310634,Quang Mai Bảo Dương,a@hcmut.edu.vn,3,MT,3.43
2310635,Bác Anh Đặng,a@hcmut.edu.vn,0,MT,2.28
2310636,Nhật Bùi,a@hcmut.edu.vn,4,MT,2.35
2310637,Lâm Hải Dương,a@hcmut.edu.vn,1,MT,3.22
2310638,Quý ông Châu Hoàng,a@hcmut.edu.vn,3,MT,3.04
2310639,Phương Bùi,a@hcmut.edu.vn,1,MT,1.87
2310640,Lâm Mai,a@hcmut.edu.vn,1,MT,1.93
2310641,Lâm Đặng,a@hcmut.edu.vn,0,MT,1.37
2310642,Ông Tú Vũ,a@hcmut.edu.vn,0,MT,2.91
2310643,Bà Hương Nguyễn,a@hcmut.edu.vn,2,MT,2.46
2310644,Khoa Thế Trần,a@hcmut.edu.vn,1,MT,2.03
2310645,Xuân Lê,a@hcmut.edu.vn,1,MT,2.05
2310646,Bà Khoa Phạm,a@hcmut.edu.vn,4,MT,1.62
2310647,Chị Yến Mai,a@hcmut.edu.vn,0,MT,2.09
2310648,Chị Hồng Trần,a@hcmut.edu.vn,1,MT,1.9
2310649,Bà Lâm Hoàng,a@hcmut.edu.vn,0,MT,2.06
2310650,Thành Vũ,a@hcmut.edu.vn,0,MT,3.44
2310651,Vi Mai,a@hcmut.edu.vn,4,MT,2.15
2310652,Hoàng Bảo Trần,a@hcmut.edu.vn,2,MT,1.6
2310653,Quý cô Mai Bùi,a@hcmut.edu.vn,3,MT,3.01
2310654,Quang Văn Đặng,a@hcmut.edu.vn,2,MT,0.4
2310655,Bà Phương Bùi,a@hcmut.edu.vn,1,MT,2.05
2310656,Chi Trần,a@hcmut.edu.vn,1,MT,3.3
2310657,Hải Phạm,a@hcmut.edu.vn,1,MT,2.32
2310658,Khoa Văn Trần,a@hcmut.edu.vn,0,MT,1.87
2310659,Huy Nguyễn,a@hcmut.edu.vn,1,MT,2.38
2310660,Vân Hoàng,a@hcmut.edu.vn,1,MT,2.83
2310661,Anh Mai,a@hcmut.edu.vn,1,MT,0.07
2310662,Tùng Nguyễn,a@hcmut.edu.vn,3,MT,0.49
2310663,Quý ông Quang Mai,a@hcmut.edu.vn,3,MT,0.21
2310664,Tùng Trần,a@hcmut.edu.vn,0,MT,1.02
2310665,Minh Thị Nguyễn,a@hcmut.edu.vn,0,MT,3.44
2310666,Phúc Văn Phạm,a@hcmut.edu.vn,0,MT,2.12
2310667,Bảo Trần,a@hcmut.edu.vn,2,MT,1.15
2310668,Quang Hải Lê,a@hcmut.edu.vn,0,MT,3.28
2310669,Thành Quang Trần,a@hcmut.edu.vn,3,MT,0.59
2310670,Chị Nhật Vũ,a@hcmut.edu.vn,0,MT,3.7
2310671,Khoa Vũ,a@hcmut.edu.vn,4,MT,2.34
2310672,Thành Hoàng,a@hcmut.edu.vn,1,MT,1.42
2310673,Trung Đức Vũ,a@hcmut.edu.vn,4,MT,0.59
2310674,Trọng Trần,a@hcmut.edu.vn,1,MT,3.34
2310675,Chị Hạnh Phạm,a@hcmut.edu.vn,0,MT,0.09
2310676,Linh Hoàng,a@hcmut.edu.vn,4,MT,1.29
2310677,Quang Mai Bảo Hoàng,a@hcmut.edu.vn,3,MT,0.76
2310678,Quý ông Nam Đặng,a@hcmut.edu.vn,1,MT,0.57
2310679,Kim Hải Dương,a@hcmut.edu.vn,3,MT,2.85
2310680,Bảo Lê,a@hcmut.edu.vn,0,MT,3.87
2310681,Bác Phúc Lê,a@hcmut.edu.vn,3,MT,0.55
2310682,Bà Nhật Vũ,a@hcmut.edu.vn,1,MT,0.27
2310683,Khoa Bùi,a@hcmut.edu.vn,3,MT,3.14
2310684,Trung Văn Bùi,a@hcmut.edu.vn,4,MT,0.17
2310685,Cô Linh Mai,a@hcmut.edu.vn,4,MT,0.49
2310686,An Tấn Mai,a@hcmut.edu.vn,1,MT,3.23
2310687,Nhật Mai,a@hcmut.edu.vn,1,MT,3.69
2310688,Nhật Xuân Phạm,a@hcmut.edu.vn,4,MT,2.37
2310689,Chị Mai Lê,a@hcmut.edu.vn,4,MT,2.83
2310690,Bà Lâm Dương,a@hcmut.edu.vn,0,MT,2.98
2310691,Thảo Bùi,a@hcmut.edu.vn,4,MT,0.39
2310692,Quang Trí Dương,a@hcmut.edu.vn,2,MT,2.74
2310693,Thành Lê,a@hcmut.edu.vn,3,MT,1.43
2310694,Kim Đức Nguyễn,a@hcmut.edu.vn,0,MT,1.89
2310695,Hạnh Đức Bùi,a@hcmut.edu.vn,0,MT,1.18
2310696,Lan Trần,a@hcmut.edu.vn,3,MT,1.97
2310697,Huy Trần,a@hcmut.edu.vn,0,MT,0.5
2310698,Quý ông Tú Mai,a@hcmut.edu.vn,4,MT,3.37
2310699,Thảo Hoàng,a@hcmut.edu.vn,4,MT,3.87
2310700,Anh Huy Dương,a@hcmut.edu.vn,4,MT,1.46
2310701,Trọng Xuân Bùi,a@hcmut.edu.vn,3,MT,3.13
2310702,Bà Xuân Bùi,a@hcmut.edu.vn,0,MT,0.98
2310703,Cô Yến Trần,a@hcmut.edu.vn,3,MT,3.1
2310704,Chị Lâm Mai,a@hcmut.edu.vn,2,MT,2.45
2310705,Hoàng Nguyễn,a@hcmut.edu.vn,4,MT,1.43
2310706,Bảo Bảo Trần,a@hcmut.edu.vn,3,MT,1.65
2310707,Bảo Phạm,a@hcmut.edu.vn,4,MT,0.04
2310708,Bà Duyên Phạm,a@hcmut.edu.vn,1,MT,1.47
2310709,Bác Anh Mai,a@hcmut.edu.vn,4,MT,1.96
2310710,Phương Vũ,a@hcmut.edu.vn,2,MT,3.11
2310711,Nhật Vũ,a@hcmut.edu.vn,1,MT,1.66
2310712,Thành Đặng,a@hcmut.edu.vn,4,MT,1.37
2310713,Bà Linh Vũ,a@hcmut.edu.vn,1,MT,1.21
2310714,Chị Hải Mai,a@hcmut.edu.vn,0,MT,2.62
2310715,Anh Phúc Lê,a@hcmut.edu.vn,3,MT,0.34
2310716,Thành Đức Dương,a@hcmut.edu.vn,1,MT,0.98
2310717,Quý ông Hoàng Vũ,a@hcmut.edu.vn,0,MT,2.51
2310718,Quý cô Dương Vũ,a@hcmut.edu.vn,2,MT,3.29
2310719,Quý ông Thành Hoàng,a@hcmut.edu.vn,0,MT,2.67
2310720,Hạnh Mai,a@hcmut.edu.vn,1,MT,3.22
2310721,Khoa Nguyễn,a@hcmut.edu.vn,0,MT,0.84
2310722,Anh Trung Dương,a@hcmut.edu.vn,0,MT,0.65
2310723,Dương Dương,a@hcmut.edu.vn,0,MT,1.34
2310724,Bảo Phạm,a@hcmut.edu.vn,4,MT,3.43
2310725,Bảo Xuân Mai,a@hcmut.edu.vn,0,MT,2.85
2310726,Bà Dương Nguyễn,a@hcmut.edu.vn,3,MT,3.9
2310727,Thành Mai Vũ,a@hcmut.edu.vn,1,MT,0.3
2310728,Ông Quang Hoàng,a@hcmut.edu.vn,3,MT,2.62
2310729,Cô Vi Dương,a@hcmut.edu.vn,2,MT,3.36
2310730,Bảo Bảo Đặng,a@hcmut.edu.vn,2,MT,2.77
2310731,Xuân Đặng,a@hcmut.edu.vn,2,MT,1.25
2310732,Quý ông Dũng Lê,a@hcmut.edu.vn,0,MT,1.37
2310733,Bà Duyên Vũ,a@hcmut.edu.vn,2,MT,0.93
2310734,Bác Nhiên Lê,a@hcmut.edu.vn,1,MT,1.19
2310735,Duyên Mai,a@hcmut.edu.vn,0,MT,3.62
2310736,Anh Trí Trần,a@hcmut.edu.vn,0,MT,3.02
2310737,Quý cô Hà Dương,a@hcmut.edu.vn,1,MT,2.15
2310738,Khoa Hoàng,a@hcmut.edu.vn,0,MT,3.84
2310739,Yến Nguyễn,a@hcmut.edu.vn,2,MT,2.42
2310740,Bà Nhật Phạm,a@hcmut.edu.vn,3,MT,0.98
2310741,Phương Phạm,a@hcmut.edu.vn,0,MT,1.7
2310742,Hà Hoàng,a@hcmut.edu.vn,1,MT,1.15
2310743,Quang Phạm,a@hcmut.edu.vn,3,MT,0.86
2310744,Ông Thành Trần,a@hcmut.edu.vn,3,MT,3.92
2310745,Vũ Hữu Lê,a@hcmut.edu.vn,0,MT,0.15
2310746,Bảo Bùi,a@hcmut.edu.vn,2,MT,3.35
2310747,Chị Mai Hoàng,a@hcmut.edu.vn,1,MT,2.52
2310748,Kim Hải Bùi,a@hcmut.edu.vn,2,MT,1.59
2310749,Quý cô Xuân Trần,a@hcmut.edu.vn,2,MT,2.24
2310750,Chị Linh Nguyễn,a@hcmut.edu.vn,1,MT,3.12
2310751,Vân Hoàng,a@hcmut.edu.vn,0,MT,2.61
2310752,Thảo Phạm,a@hcmut.edu.vn,0,MT,3.37
2310753,Tú Mai,a@hcmut.edu.vn,0,MT,1.96
2310754,Trung Trần,a@hcmut.edu.vn,0,MT,0.8
2310755,Mai Mai,a@hcmut.edu.vn,1,MT,3.69
2310756,Quang Trần,a@hcmut.edu.vn,2,MT,1.05
2310757,Nhật Nguyễn,a@hcmut.edu.vn,0,MT,0.87
2310758,Kim Trần,a@hcmut.edu.vn,0,MT,2.01
2310759,Ông Châu Mai,a@hcmut.edu.vn,2,MT,3.72
2310760,Hưng Trần,a@hcmut.edu.vn,1,MT,1.86
2310761,Quang Đức Trần,a@hcmut.edu.vn,3,MT,3.57
2310762,Bà Kim Hoàng,a@hcmut.edu.vn,0,MT,2.61
2310763,Ông Hưng Đặng,a@hcmut.edu.vn,4,MT,0.92
2310764,Phương Hoàng,a@hcmut.edu.vn,1,MT,0.29
2310765,Dương Đặng,a@hcmut.edu.vn,0,MT,2.46
2310766,Khoa Văn Lê,a@hcmut.edu.vn,4,MT,1.53
2310767,Phương Trần,a@hcmut.edu.vn,3,MT,1.43
2310768,Cô Linh Trần,a@hcmut.edu.vn,3,MT,0.79
2310769,Chị Thảo Dương,a@hcmut.edu.vn,0,MT,0.96
2310770,Bác Trung Phạm,a@hcmut.edu.vn,0,MT,3.32
2310771,Anh Thành Hoàng,a@hcmut.edu.vn,3,MT,0.36
2310772,Dương Đặng,a@hcmut.edu.vn,3,MT,2.32
2310773,Nhật Mai Phạm,a@hcmut.edu.vn,4,MT,0.8
2310774,Bà Vi Đặng,a@hcmut.edu.vn,0,MT,1.83
2310775,Quý cô Phương Vũ,a@hcmut.edu.vn,3,MT,2.55
2310776,Huy Quang Trần,a@hcmut.edu.vn,3,MT,1.55
2310777,Yến Phạm,a@hcmut.edu.vn,4,MT,3.76
2310778,Quý cô Nhật Vũ,a@hcmut.edu.vn,2,MT,0.86
2310779,Quang Đức Phạm,a@hcmut.edu.vn,2,MT,3.32
2310780,Chị Khoa Hoàng,a@hcmut.edu.vn,4,MT,1.61
2310781,Vũ Hữu Đặng,a@hcmut.edu.vn,0,MT,1.46
2310782,Kim Mai,a@hcmut.edu.vn,3,MT,0.18
2310783,Hải Dương,a@hcmut.edu.vn,1,MT,0.56
2310784,Vũ Mai,a@hcmut.edu.vn,2,MT,2.36
2310785,Nhật Hoàng Mai,a@hcmut.edu.vn,2,MT,2.67
2310786,Quang Quang Bùi,a@hcmut.edu.vn,3,MT,3.42
2310787,Nhật Trí Dương,a@hcmut.edu.vn,3,MT,2.22
2310788,Ông Nam Trần,a@hcmut.edu.vn,2,MT,0.21
2310789,Quý cô Hải Lê,a@hcmut.edu.vn,4,MT,2.36
2310790,Quý ông Tùng Lê,a@hcmut.edu.vn,3,MT,0.96
2310791,Khoa Bảo Trần,a@hcmut.edu.vn,3,MT,2.3
2310792,Bác Dũng Lê,a@hcmut.edu.vn,4,MT,2.06
2310793,Thành Nguyễn,a@hcmut.edu.vn,2,MT,3.79
2310794,Chị Thảo Hoàng,a@hcmut.edu.vn,1,MT,2.49
2310795,Quang Hoàng,a@hcmut.edu.vn,0,MT,1.98
2310796,Nhật Phạm,a@hcmut.edu.vn,4,MT,2.65
2310797,Cô Yến Lê,a@hcmut.edu.vn,3,MT,1.32
2310798,Bảo Hoàng,a@hcmut.edu.vn,0,MT,3.11
2310799,Duyên Vũ,a@hcmut.edu.vn,1,MT,1.71
2310800,Quang Phạm,a@hcmut.edu.vn,1,MT,2.94
2310801,Huy Trần,a@hcmut.edu.vn,0,MT,3.06
2310802,Bà Hương Mai,a@hcmut.edu.vn,1,MT,2.98
2310803,Khoa Hải Lê,a@hcmut.edu.vn,0,MT,0.5
2310804,Khoa Trần,a@hcmut.edu.vn,1,MT,3.78
2310805,An Đức Vũ,a@hcmut.edu.vn,2,MT,0.45
2310806,Cô Dương Nguyễn,a@hcmut.edu.vn,0,MT,1.83
2310807,Quý cô Hạnh Vũ,a@hcmut.edu.vn,1,MT,2.68
2310808,Ngọc Đặng,a@hcmut.edu.vn,4,MT,2.96
2310809,Quý ông Anh Dương,a@hcmut.edu.vn,0,MT,3.74
2310810,Thảo Lê,a@hcmut.edu.vn,1,MT,2.72
2310811,Chị Bảo Bùi,a@hcmut.edu.vn,2,MT,3.42
2310812,Hà Thế Mai,a@hcmut.edu.vn,3,MT,0.26
2310813,Quang Bùi,a@hcmut.edu.vn,2,MT,1.69
2310814,Quý cô Duyên Vũ,a@hcmut.edu.vn,1,MT,1.07
2310815,Quý ông Phúc Mai,a@hcmut.edu.vn,1,MT,2.98
2310816,Quý cô Bảo Phạm,a@hcmut.edu.vn,4,MT,3.66
2310817,Minh Bùi,a@hcmut.edu.vn,2,MT,0.23
2310818,Thành Hoàng Dương,a@hcmut.edu.vn,0,MT,1.79
2310819,Thảo Bùi,a@hcmut.edu.vn,0,MT,3.58
2310820,Duyên Mai,a@hcmut.edu.vn,0,MT,2.62
2310821,Ông Nhiên Hoàng,a@hcmut.edu.vn,1,MT,1.1
2310822,Nhật Đức Trần,a@hcmut.edu.vn,4,MT,2.76
2310823,Quý cô Hồng Trần,a@hcmut.edu.vn,1,MT,1.46
2310824,Nam Hoàng Nguyễn,a@hcmut.edu.vn,4,MT,0.58
2310825,Khoa Vũ,a@hcmut.edu.vn,4,MT,0.39
2310826,Nhật Văn Hoàng,a@hcmut.edu.vn,2,MT,0.93
2310827,Châu Đức Dương,a@hcmut.edu.vn,3,MT,0.8
2310828,Yến Đặng,a@hcmut.edu.vn,0,MT,1.3
2310829,Ánh Vũ,a@hcmut.edu.vn,1,MT,2.04
2310830,Linh Mai,a@hcmut.edu.vn,2,MT,2.6
2310831,Nhật Lê,a@hcmut.edu.vn,3,MT,2.86
2310832,Anh Quang Hoàng,a@hcmut.edu.vn,0,MT,2.21
2310833,Anh Minh Hoàng,a@hcmut.edu.vn,0,MT,2.25
2310834,Cô Hải Vũ,a@hcmut.edu.vn,1,MT,2.38
2310835,Chị Hải Nguyễn,a@hcmut.edu.vn,3,MT,2.02
2310836,Anh Vũ Lê,a@hcmut.edu.vn,3,MT,3.93
2310837,Huy Bùi,a@hcmut.edu.vn,0,MT,1.8
2310838,Nhật Hoàng,a@hcmut.edu.vn,2,MT,2.95
2310839,Ánh Nguyễn,a@hcmut.edu.vn,3,MT,1.12
2310840,Phúc Đặng,a@hcmut.edu.vn,4,MT,3.13
2310841,Vi Phạm,a@hcmut.edu.vn,0,MT,3.0
2310842,Nhật Vũ,a@hcmut.edu.vn,3,MT,3.34
2310843,Chị Ánh Trần,a@hcmut.edu.vn,0,MT,3.53
2310844,Bác Trung Dương,a@hcmut.edu.vn,4,MT,0.02
2310845,Bảo Đặng,a@hcmut.edu.vn,0,MT,1.21
2310846,Phúc Thế Đặng,a@hcmut.edu.vn,0,MT,3.02
